Descrição do serviço,ID do serviço,Custo (R$),Descontos (R$),Promoções e outros (R$),Subtotal não arredondado (R$),Subtotal (R$),Mudança percentual no subtotal em comparação ao período anterior
Cloud SQL,9662-B51E-5089," 28,68"," 0,00","- 28,68"," 0,000000"," 0,00",0%
